Non_lead_shot_Cl,Time_Cl,Date_Cl,No_geese_killed_Cl,Shots_fired_Cl,Gun_used_S_R_Cl,Shotgun_shots_Cl,Rifle_shots_Cl,Species_Killed_Cl,Field_code_Cl,Raw_Farm_Name
NA,12:10:00,2005-11-01,NA,4,S,4,NA,NA,BY31,cornabus
NA,14:30:00,2005-11-01,NA,4,S,4,NA,NA,OV24,eorrabus
NA,14:50:00,2005-11-01,NA,2,S,2,NA,NA,BM7,ballimartin
NA,12:45:00,2005-11-02,NA,4,S,4,NA,NA,LY21,lyrabus
NA,14:20:00,2005-11-02,NA,4,S,4,NA,NA,BV31,cornabus
NA,09:00:00,2005-11-03,NA,3,S,3,NA,NA,KI2,kilchiaran
NA,09:45:00,2005-11-03,NA,6,S,6,NA,NA,OV24,eorrabus
NA,10:20:00,2005-11-03,NA,3,S,3,NA,NA,BM7,ballimartin
NA,11:30:00,2005-11-03,NA,2,S,2,NA,NA,RM18,ronnachmore
NA,12:35:00,2005-11-03,NA,3,S,3,NA,NA,BY31,cornabus
NA,14:45:00,2005-11-03,NA,2,S,2,NA,NA,TL21,tallant
NA,15:30:00,2005-11-03,NA,4,S,4,NA,NA,NB11,neriby
NA,09:20:00,2005-11-04,NA,4,S,4,NA,NA,CO4,coull
NA,09:45:00,2005-11-04,NA,2,S,2,NA,NA,BB2,ballinaby
NA,10:45:00,2005-11-04,2,4,S,4,NA,BA,KN9,ardnave
NA,12:00:00,2005-11-04,NA,3,S,3,NA,NA,US15,uiskentuie
NA,13:20:00,2005-11-04,NA,4,S,4,NA,NA,KO25,knocklearach
NA,14:50:00,2005-11-04,NA,2,S,2,NA,NA,LK6,ballinaby
NA,14:50:00,2005-11-04,NA,2,S,2,NA,NA,LK6,ballinaby
NA,09:15:00,2005-11-05,NA,3,S,3,NA,NA,KI10,kilchiaran
NA,09:15:00,2005-11-05,NA,3,S,3,NA,NA,KI10,kilchiaran
NA,10:00:00,2005-11-05,NA,2,S,2,NA,NA,SU19,sunderland
NA,10:00:00,2005-11-05,NA,2,S,2,NA,NA,SU19,sunderland
NA,10:30:00,2005-11-05,NA,5,S,5,NA,NA,CO1,coull
NA,10:50:00,2005-11-05,NA,3,S,3,NA,NA,LK6,ballinaby
NA,11:10:00,2005-11-05,NA,2,S,2,NA,NA,GG34,coille
NA,11:30:00,2005-11-05,NA,5,S,5,NA,NA,AN4,ardnave
NA,12:15:00,2005-11-05,NA,2,S,2,NA,NA,BU4,craigens
NA,13:25:00,2005-11-05,NA,2,S,2,NA,NA,BU31,cornabus
NA,09:10:00,2005-11-07,NA,2,S,2,NA,NA,KI10,kilchiaran
NA,09:55:00,2005-11-07,NA,2,S,2,NA,NA,BB2,coull
NA,10:15:00,2005-11-07,NA,2,S,2,NA,NA,BB10,ballinaby
NA,10:15:00,2005-11-07,NA,2,S,2,NA,NA,BB10,ballinaby
NA,10:15:00,2005-11-07,NA,2,S,2,NA,NA,LK6,ballinaby
NA,10:30:00,2005-11-07,NA,2,S,2,NA,NA,GG34,coille
NA,10:45:00,2005-11-07,NA,3,S,3,NA,NA,KN9,ardnave
NA,10:45:00,2005-11-07,NA,3,S,3,NA,NA,AN4,ardnave
NA,11:00:00,2005-11-07,NA,3,S,3,NA,NA,BU4,craigens
NA,11:15:00,2005-11-07,NA,3,S,3,NA,NA,CP29,coullabus
NA,11:30:00,2005-11-07,NA,3,S,3,NA,NA,LY27,lyrabus
NA,12:40:00,2005-11-07,NA,3,S,3,NA,NA,BM7,ballimartin
NA,13:30:00,2005-11-07,NA,2,S,2,NA,NA,GC7,mulindry
NA,14:30:00,2005-11-07,NA,3,S,3,NA,NA,BU31,cornabus
NA,09:10:00,2005-11-08,NA,3,S,3,NA,NA,KI14,kilchiaran
NA,09:25:00,2005-11-08,1,4,S,4,NA,BA,OM2,octomore
NA,10:50:00,2005-11-08,2,6,S,6,NA,BA,KN8,ardnave
NA,10:50:00,2005-11-08,NA,2,S,2,NA,NA,AN4,ardnave
NA,11:15:00,2005-11-08,2,3,S,3,NA,BA,CP3,craigens
NA,13:00:00,2005-11-08,NA,4,S,4,NA,NA,KO25,knocklearach
NA,13:20:00,2005-11-08,NA,2,S,2,NA,NA,NB7,neriby
NA,14:10:00,2005-11-08,NA,3,S,3,NA,NA,DU10,duich
NA,10:00:00,2005-11-09,NA,3,S,3,NA,NA,CO1,coull
NA,10:00:00,2005-11-09,NA,2,S,2,NA,NA,CO4,coull
NA,10:20:00,2005-11-09,NA,2,S,2,NA,NA,LK6,ballinaby
NA,10:20:00,2005-11-09,NA,2,S,2,NA,NA,LK6,ballinaby
NA,11:15:00,2005-11-09,NA,2,S,2,NA,NA,CP3,craigens
NA,12:00:00,2005-11-09,NA,2,S,2,NA,NA,NB7,neriby
NA,12:55:00,2005-11-09,NA,6,S,6,NA,NA,EK4,esknish
NA,12:55:00,2005-11-09,NA,6,S,6,NA,NA,EK6,esknish
NA,15:30:00,2005-11-09,NA,4,S,4,NA,NA,OV24,eorrabus
NA,15:30:00,2005-11-09,NA,4,S,4,NA,NA,OV24,eorrabus
NA,15:40:00,2005-11-09,1,4,S,4,NA,BA,CP3,craigens
NA,09:10:00,2005-11-10,NA,3,S,3,NA,NA,KI10,kilchiaran
NA,09:40:00,2005-11-10,NA,8,S,8,NA,NA,OV24,eorrabus
NA,09:40:00,2005-11-10,NA,8,S,8,NA,NA,OV24,eorrabus
NA,09:55:00,2005-11-10,NA,3,S,3,NA,NA,EK4,esknish
NA,12:15:00,2005-11-10,1,6,S,6,NA,BA,MC8,carrabus
NA,12:40:00,2005-11-10,2,8,S,8,NA,BA,CP29,coullabus
NA,13:05:00,2005-11-10,1,4,S,4,NA,BA,CP8,craigens
NA,13:30:00,2005-11-10,1,4,S,4,NA,BA,KN9,ardnave
NA,13:30:00,2005-11-10,NA,4,S,4,NA,NA,AN4,ardnave
NA,13:45:00,2005-11-10,NA,3,S,3,NA,NA,GG34,coille
NA,14:10:00,2005-11-10,NA,3,S,3,NA,NA,CO15,coull
NA,14:10:00,2005-11-10,NA,3,S,3,NA,NA,CO15,coull
NA,15:10:00,2005-11-10,NA,3,S,3,NA,NA,NB7,neriby
NA,15:30:00,2005-11-10,NA,6,S,6,NA,NA,GM9,gartmain
NA,15:30:00,2005-11-10,NA,6,S,6,NA,NA,GM9,gartmain
NA,10:15:00,2005-11-11,NA,3,S,3,NA,NA,GG34,coille
NA,10:30:00,2005-11-11,NA,2,S,2,NA,NA,AN4,ardnave
NA,10:45:00,2005-11-11,NA,3,S,3,NA,NA,CP3,craigens
NA,11:10:00,2005-11-11,NA,2,S,2,NA,NA,LY27,lyrabus
NA,11:50:00,2005-11-11,NA,4,S,4,NA,NA,RM18,ronnachmore
NA,13:05:00,2005-11-11,NA,2,S,2,NA,NA,LR7,leorin
NA,14:20:00,2005-11-11,NA,4,S,4,NA,NA,OV24,eorrabus
NA,15:00:00,2005-11-11,NA,3,S,3,NA,NA,GC1,neriby
NA,09:10:00,2005-11-12,NA,2,S,2,NA,NA,KI10,kilchiaran
NA,09:55:00,2005-11-12,NA,3,S,3,NA,NA,OV24,eorrabus
NA,10:10:00,2005-11-12,NA,3,S,3,NA,NA,EK4,esknish
NA,12:30:00,2005-11-12,NA,3,S,3,NA,NA,IH2,island farm
NA,12:40:00,2005-11-12,NA,2,S,2,NA,NA,IH10,duich
NA,12:55:00,2005-11-12,NA,3,S,3,NA,NA,BV31,cornabus
NA,13:55:00,2005-11-12,NA,3,S,3,NA,NA,LY23,lyrabus
NA,14:20:00,2005-11-12,2,5,S,5,NA,BA,CP8,craigens
NA,14:45:00,2005-11-12,2,6,S,6,NA,BA,AN4,ardnave
NA,10:00:00,2005-11-14,NA,3,S,3,NA,NA,CO4,coull
NA,10:15:00,2005-11-14,NA,3,S,3,NA,NA,BB8,ballinaby
NA,10:25:00,2005-11-14,NA,2,S,2,NA,NA,GG34,coille
NA,10:40:00,2005-11-14,NA,3,S,3,NA,NA,AN4,ardnave
NA,10:40:00,2005-11-14,NA,3,S,3,NA,NA,AN4,ardnave
NA,11:00:00,2005-11-14,NA,2,S,2,NA,NA,CP3,craigens
NA,11:20:00,2005-11-14,NA,2,S,2,NA,NA,LY27,lyrabus
NA,12:10:00,2005-11-14,NA,3,S,3,NA,NA,EK6,esknish
NA,13:20:00,2005-11-14,NA,3,S,3,NA,NA,NB7,neriby
NA,14:30:00,2005-11-14,NA,8,S,8,NA,NA,LR7,leorin
NA,15:55:00,2005-11-14,NA,3,S,3,NA,NA,US16,uiskentuie
NA,12:25:00,2005-11-17,NA,3,S,3,NA,NA,BV31,cornabus
NA,12:50:00,2005-11-17,NA,2,S,2,NA,NA,LR7,leorin
NA,13:45:00,2005-11-17,NA,3,S,3,NA,NA,OV24,eorrabus
NA,14:00:00,2005-11-17,NA,3,S,3,NA,NA,EK4,esknish
NA,14:15:00,2005-11-17,NA,8,S,8,NA,NA,BM7,ballimartin
NA,14:15:00,2005-11-17,NA,8,S,8,NA,NA,BM7,ballimartin
NA,14:50:00,2005-11-17,NA,2,S,2,NA,NA,GC7,mulindry
NA,10:05:00,2005-11-18,NA,2,S,2,NA,NA,CO15,coull
NA,14:40:00,2005-11-18,NA,2,S,2,NA,NA,EK6,esknish
NA,09:10:00,2005-11-19,NA,2,S,2,NA,NA,KI2,kilchiaran
NA,10:05:00,2005-11-19,NA,2,S,2,NA,NA,CO4,coull
NA,10:05:00,2005-11-19,NA,3,S,3,NA,NA,BB2,coull
NA,10:20:00,2005-11-19,NA,2,S,2,NA,NA,BB8,ballinaby
NA,10:00:00,2005-11-21,NA,2,S,2,NA,NA,CO1,coull
NA,12:35:00,2005-11-21,NA,3,S,3,NA,NA,LR24,ballachlaven
NA,14:30:00,2005-11-21,1,5,S,5,NA,BA,US16,uiskentuie
NA,15:50:00,2005-11-21,NA,3,S,3,NA,NA,KI12,kilchiaran
NA,09:10:00,2005-11-22,NA,2,S,2,NA,NA,KI12,kilchiaran
NA,11:30:00,2005-11-22,NA,3,S,3,NA,NA,BV16,cornabus
NA,13:20:00,2005-11-22,NA,2,S,2,NA,NA,NB7,neriby
NA,14:30:00,2005-11-22,NA,4,S,4,NA,NA,EK7,esknish
NA,14:55:00,2005-11-22,NA,4,S,4,NA,NA,CP29,lyrabus
NA,15:30:00,2005-11-22,NA,3,S,3,NA,NA,BB2,coull
NA,09:45:00,2005-11-23,NA,9,S,9,NA,NA,RM18,ronnachmore
NA,12:20:00,2005-11-23,NA,3,S,3,NA,NA,NB7,neriby
NA,12:30:00,2005-11-23,NA,2,S,2,NA,NA,GC7,mulindry
NA,15:55:00,2005-11-23,NA,3,S,3,NA,NA,KI10,kilchiaran
NA,09:30:00,2005-11-24,NA,3,S,3,NA,NA,CO4,coull
NA,09:30:00,2005-11-24,NA,3,S,3,NA,NA,BB2,coull
NA,09:50:00,2005-11-24,NA,2,S,2,NA,NA,BB10,ballinaby
NA,11:05:00,2005-11-24,NA,2,S,2,NA,NA,LY27,lyrabus
NA,12:30:00,2005-11-24,NA,3,S,3,NA,NA,US15,uiskentuie
NA,12:40:00,2005-11-24,NA,3,S,3,NA,NA,LY21,lyrabus
NA,13:35:00,2005-11-24,2,5,S,5,NA,BA,AN4,ardnave
NA,14:45:00,2005-11-24,NA,3,S,3,NA,NA,LK6,ballinaby
NA,15:05:00,2005-11-24,NA,6,S,6,NA,NA,CO15,coull
NA,15:05:00,2005-11-24,NA,6,S,6,NA,NA,CO15,coull
NA,09:05:00,2005-11-25,NA,4,S,4,NA,NA,KI17,kilchiaran
NA,11:10:00,2005-11-25,2,4,S,4,NA,BA,BV16,cornabus
NA,11:50:00,2005-11-25,NA,2,S,2,NA,NA,LR7,leorin
NA,12:50:00,2005-11-25,NA,4,S,4,NA,NA,OV25,eorrabus
NA,13:20:00,2005-11-25,NA,6,S,6,NA,NA,EK4,esknish
NA,14:10:00,2005-11-25,2,6,S,6,NA,BA,CP29,coullabus
NA,09:45:00,2005-11-26,NA,2,S,2,NA,NA,CO4,coull
NA,09:55:00,2005-11-26,NA,4,S,4,NA,NA,BB2,ballinaby no.1
NA,10:40:00,2005-11-26,2,4,S,4,NA,BA,CP8,craigens
NA,10:40:00,2005-11-26,NA,2,S,2,NA,NA,CP3,craigens
NA,10:40:00,2005-11-26,NA,2,S,2,NA,NA,CP3,craigens
NA,11:25:00,2005-11-26,NA,4,S,4,NA,NA,MR3,auchnaclach
NA,11:35:00,2005-11-26,NA,2,S,2,NA,NA,KO25,knocklearach
NA,11:50:00,2005-11-26,NA,2,S,2,NA,NA,NB7,neriby
NA,12:10:00,2005-11-26,NA,4,S,4,NA,NA,TL21,tallant
NA,12:25:00,2005-11-26,NA,4,S,4,NA,NA,LR7,leorin
NA,13:20:00,2005-11-26,NA,4,S,4,NA,NA,CP29,cornabus
NA,15:10:00,2005-11-26,NA,2,S,2,NA,NA,US15,uiskentuie
NA,15:50:00,2005-11-26,NA,3,S,3,NA,NA,KI17,kilchiaran
NA,10:20:00,2005-11-28,NA,3,S,3,NA,NA,CO1,coull
NA,10:35:00,2005-11-28,NA,3,S,3,NA,NA,BB10,ballinaby no.1
NA,10:45:00,2005-11-28,NA,2,S,2,NA,NA,GG34,coille
NA,11:00:00,2005-11-28,NA,3,S,3,NA,NA,AN4,ardnave
NA,11:15:00,2005-11-28,NA,3,S,3,NA,NA,CP3,craigens
NA,11:40:00,2005-11-28,NA,3,S,3,NA,NA,LY23,lyrabus
NA,11:40:00,2005-11-28,NA,3,S,3,NA,NA,LY23,lyrabus
NA,14:40:00,2005-11-28,NA,5,S,5,NA,NA,GC7,mulindry
NA,15:15:00,2005-11-28,NA,3,S,3,NA,NA,MR3,auchnaclach
NA,15:40:00,2005-11-28,NA,6,S,6,NA,NA,OV24,eorrabus
NA,15:50:00,2005-11-28,1,4,S,4,NA,BA,EO11,scarrabus
NA,09:55:00,2005-11-29,NA,3,S,3,NA,NA,OV24,eorrabus
NA,10:50:00,2005-11-29,NA,3,S,3,NA,NA,BB2,coull
NA,11:55:00,2005-11-29,NA,3,S,3,NA,NA,CP3,craigens
NA,12:45:00,2005-11-29,1,5,S,5,NA,BA,NB7,neriby
NA,15:30:00,2005-11-29,NA,4,S,4,NA,NA,BB2,coull
NA,09:05:00,2005-11-30,NA,3,S,3,NA,NA,KI14,kilchiaran
NA,09:55:00,2005-11-30,NA,4,S,4,NA,NA,OV24,eorrabus
NA,11:00:00,2005-11-30,NA,6,S,6,NA,NA,GC1,mulindry
NA,11:40:00,2005-11-30,NA,10,S,10,NA,NA,GM9,gartmain
NA,12:10:00,2005-11-30,NA,6,S,6,NA,NA,RM18,ronnachmore
NA,13:00:00,2005-11-30,NA,4,S,4,NA,NA,BV16,cornabus
NA,14:15:00,2005-11-30,NA,4,S,4,NA,NA,EK4,esknish
NA,15:05:00,2005-11-30,2,8,S,8,NA,BA,AN4,ardnave
NA,15:40:00,2005-11-30,NA,4,S,4,NA,NA,BB2,coull
NA,09:10:00,2005-12-01,3,10,S,10,NA,GR,KI14,kilchiaran
NA,09:35:00,2005-12-01,5,10,S,10,NA,GR,CS14,conisby
NA,10:10:00,2005-12-01,NA,6,S,6,NA,NA,CO15,coull
NA,10:30:00,2005-12-01,NA,3,S,3,NA,NA,BB8,ballinaby
NA,10:55:00,2005-12-01,2,6,S,6,NA,BA,AN4,ardnave
NA,11:15:00,2005-12-01,1,4,S,4,NA,BA,CP3,craigens
NA,12:15:00,2005-12-01,NA,3,S,3,NA,NA,EO11,scarrabus
NA,14:25:00,2005-12-01,2,6,S,6,NA,BA,BV16,cornabus
NA,15:00:00,2005-12-01,NA,3,S,3,NA,NA,RM16,ronnachmore
NA,11:15:00,2005-12-02,NA,4,S,4,NA,NA,KN9,ardnave
NA,12:00:00,2005-12-02,NA,4,S,4,NA,NA,CP8,craigens
NA,09:25:00,2005-12-02,NA,3,S,3,NA,NA,CO15,coull
NA,10:05:00,2005-12-02,1,5,S,5,NA,BA,AN4,ardnave
NA,10:30:00,2005-12-02,NA,3,S,3,NA,NA,CP3,craigens
NA,11:30:00,2005-12-02,NA,3,S,3,NA,NA,SC10,scarrabus
NA,13:10:00,2005-12-02,NA,3,S,3,NA,NA,GC1,gartloist
NA,13:45:00,2005-12-02,NA,4,S,4,NA,NA,NB7,neriby
NA,15:25:00,2005-12-02,1,3,S,3,NA,BA,CP8,craigens
NA,09:10:00,2005-12-05,NA,3,S,3,NA,NA,KI14,kilchiaran
NA,09:40:00,2005-12-05,NA,3,S,3,NA,NA,CS14,conisby
NA,09:40:00,2005-12-05,NA,3,S,3,NA,NA,CS14,conisby
NA,10:45:00,2005-12-05,NA,3,S,3,NA,NA,AN4,ardnave
NA,11:05:00,2005-12-05,NA,3,S,3,NA,NA,CP3,craigens
NA,11:05:00,2005-12-05,NA,5,S,5,NA,NA,CP8,craigens
NA,14:15:00,2005-12-05,NA,3,S,3,NA,NA,BV16,cornabus
NA,15:00:00,2005-12-05,NA,3,S,3,NA,NA,GC1,gartloist
NA,09:10:00,2005-12-07,NA,3,S,3,NA,NA,KI14,kilchiaran
NA,10:20:00,2005-12-07,NA,3,S,3,NA,NA,CO4,coull
NA,10:35:00,2005-12-07,NA,5,S,5,NA,NA,BB8,ballinaby
NA,11:05:00,2005-12-07,2,3,S,3,NA,BA,AN4,ardnave
NA,11:35:00,2005-12-07,2,8,S,8,NA,BA,CP3,craigens
NA,12:35:00,2005-12-07,NA,3,S,3,NA,NA,IH2,island farm
NA,13:00:00,2005-12-07,NA,4,S,4,NA,NA,IH2,duich
NA,13:50:00,2005-12-07,NA,3,S,3,NA,NA,KO25,knocklearach
NA,14:45:00,2005-12-07,NA,4,S,4,NA,NA,CO4,coull
NA,15:00:00,2005-12-07,NA,6,S,6,NA,NA,KW16,kintra
NA,10:35:00,2005-12-08,NA,3,S,3,NA,NA,BB10,ballinaby
NA,11:20:00,2005-12-08,NA,3,S,3,NA,NA,LY27,lyrabus
NA,11:20:00,2005-12-08,NA,3,S,3,NA,NA,LY21,lyrabus
NA,12:15:00,2005-12-08,NA,5,S,5,NA,NA,OV25,eorrabus
NA,12:40:00,2005-12-08,NA,10,S,10,NA,NA,EK4,esknish
NA,14:15:00,2005-12-08,NA,8,S,8,NA,NA,GM9,gartmain
NA,14:15:00,2005-12-08,NA,8,S,8,NA,NA,GM9,gartmain
NA,15:45:00,2005-12-08,NA,3,S,3,NA,NA,IH2,island farm
NA,09:30:00,2005-12-09,NA,4,S,4,NA,NA,CS14,conisby
NA,09:55:00,2005-12-09,NA,4,S,4,NA,NA,CO15,coull
NA,09:55:00,2005-12-09,NA,4,S,4,NA,NA,CO15,coull
NA,10:40:00,2005-12-09,NA,4,S,4,NA,NA,CP3,craigens
NA,11:00:00,2005-12-09,NA,4,S,4,NA,NA,NA,blackrock
NA,11:00:00,2005-12-09,NA,4,S,4,NA,NA,NA,blackrock
NA,12:45:00,2005-12-09,2,6,S,6,NA,BA,LR7,leorin
NA,13:35:00,2005-12-09,2,4,S,4,NA,BA,MR3,auchnaclach
NA,14:35:00,2005-12-09,NA,4,S,4,NA,NA,CP8,craigens
NA,14:35:00,2005-12-09,NA,2,S,2,NA,NA,CP3,craigens
NA,14:50:00,2005-12-09,NA,6,S,6,NA,NA,BB2,ballinaby
NA,15:05:00,2005-12-09,2,4,S,4,NA,BA,CO15,coull
NA,15:30:00,2005-12-09,NA,3,S,3,NA,NA,KW17,kintra
NA,10:10:00,2005-12-10,NA,3,S,3,NA,NA,CO4,coull
NA,10:20:00,2005-12-10,NA,3,S,3,NA,NA,BB10,ballinaby
NA,10:50:00,2005-12-10,NA,4,S,4,NA,NA,AN4,ardnave
NA,11:10:00,2005-12-10,NA,4,S,4,NA,NA,CP3,craigens
NA,11:10:00,2005-12-10,1,6,S,6,NA,BA,CP8,craigens
NA,11:35:00,2005-12-10,NA,2,S,2,NA,NA,LY27,lyrabus
NA,11:35:00,2005-12-10,2,6,S,6,NA,BA,US16,lyrabus
NA,13:40:00,2005-12-10,NA,4,S,4,NA,NA,GM9,gartmain
NA,13:40:00,2005-12-10,NA,4,S,4,NA,NA,GM9,gartmain
NA,14:00:00,2005-12-10,1,2,S,2,NA,WH,NB7,neriby
NA,14:15:00,2005-12-10,NA,8,S,8,NA,NA,GC7,mulindry
NA,15:00:00,2005-12-10,NA,4,S,4,NA,NA,EO11,scarrabus
NA,09:10:00,2005-12-12,NA,3,S,3,NA,NA,KI2,kilchiaran
NA,10:15:00,2005-12-12,NA,3,S,3,NA,NA,CO4,coull
NA,12:15:00,2005-12-12,NA,3,S,3,NA,NA,EO11,scarrabus
NA,12:45:00,2005-12-12,NA,4,S,4,NA,NA,EK4,esknish
NA,13:35:00,2005-12-12,NA,4,S,4,NA,NA,NB7,neriby
NA,09:30:00,2005-12-13,NA,6,S,6,NA,NA,BU16,cornabus
NA,11:05:00,2005-12-13,NA,6,S,6,NA,NA,CO4,coull
NA,11:05:00,2005-12-13,NA,6,S,6,NA,NA,CO4,coull
NA,11:20:00,2005-12-13,NA,3,S,3,NA,NA,BB2,ballinaby
NA,11:35:00,2005-12-13,NA,6,S,6,NA,NA,LK6,ballinaby
NA,12:15:00,2005-12-13,NA,3,S,3,NA,NA,CP3,craigens
NA,12:15:00,2005-12-13,2,4,S,4,NA,BA,CP8,craigens
NA,13:15:00,2005-12-13,NA,6,S,6,NA,NA,AN4,ardnave
NA,13:40:00,2005-12-13,NA,2,S,2,NA,NA,CP3,craigens
NA,14:40:00,2005-12-13,NA,2,S,2,NA,NA,LY27,lyrabus
NA,15:45:00,2005-12-13,NA,4,S,4,NA,NA,CO4,coull
NA,09:10:00,2005-12-14,NA,3,S,3,NA,NA,KI2,kilchiaran
NA,10:30:00,2005-12-14,NA,3,S,3,NA,NA,CO11,scarrabus
NA,12:10:00,2005-12-14,NA,3,S,3,NA,NA,NB7,neriby
NA,12:10:00,2005-12-14,NA,3,S,3,NA,NA,NB7,neriby
NA,13:40:00,2005-12-14,2,3,S,3,NA,WH,TL21,tallant
NA,13:40:00,2005-12-14,NA,3,S,3,NA,NA,TL21,tallant
NA,14:10:00,2005-12-14,NA,3,S,3,NA,NA,GC1,gartloist
NA,14:20:00,2005-12-14,1,3,S,3,NA,BA,CO11,scarrabus
NA,10:15:00,2005-12-15,NA,3,S,3,NA,NA,CO4,coull
NA,10:30:00,2005-12-15,NA,3,S,3,NA,NA,BB10,ballinaby
NA,10:55:00,2005-12-15,2,6,S,6,NA,BA,AN4,ardnave
NA,11:15:00,2005-12-15,NA,3,S,3,NA,NA,CP3,craigens
NA,11:15:00,2005-12-15,1,6,S,6,NA,BA,CP8,craigens
NA,11:35:00,2005-12-15,NA,2,S,2,NA,NA,LY21,lyrabus
NA,11:45:00,2005-12-15,NA,2,S,2,NA,NA,US12,uiskentuie
NA,14:50:00,2005-12-15,NA,2,S,2,NA,NA,CP8,craigens
NA,09:05:00,2005-12-16,NA,4,S,4,NA,NA,KI17,kilchiaran
NA,09:55:00,2005-12-16,NA,4,S,4,NA,NA,CS14,conisby
NA,09:55:00,2005-12-16,NA,4,S,4,NA,NA,CS14,conisby
NA,10:25:00,2005-12-16,NA,3,S,3,NA,NA,CO4,coull
NA,10:25:00,2005-12-16,NA,3,S,3,NA,NA,CO4,coull
NA,12:15:00,2005-12-16,NA,2,S,2,NA,NA,BV31,cornabus
NA,12:15:00,2005-12-16,NA,3,S,3,NA,NA,BV16,cornabus
NA,13:10:00,2005-12-16,NA,6,S,6,NA,NA,LR7,leorin
NA,13:45:00,2005-12-16,NA,4,S,4,NA,NA,KO25,knocklearach
NA,13:45:00,2005-12-16,NA,4,S,4,NA,NA,KO25,knocklearach
NA,14:30:00,2005-12-16,NA,4,S,4,NA,NA,AN4,ardnave
NA,15:00:00,2005-12-16,NA,4,S,4,NA,NA,LK6,ballinaby
NA,15:00:00,2005-12-16,NA,4,S,4,NA,NA,LK6,ballinaby
NA,15:20:00,2005-12-16,NA,4,S,4,NA,NA,BB2,ballinaby
NA,15:40:00,2005-12-16,2,4,S,4,NA,WH,CO4,coull
NA,15:50:00,2005-12-16,NA,6,S,6,NA,NA,KW17,kintra
NA,09:30:00,2005-12-17,2,4,S,4,NA,BA,OM2,octomore
NA,10:55:00,2005-12-17,NA,2,S,2,NA,NA,EO11,scarrabus
NA,11:45:00,2005-12-17,2,6,S,6,NA,BA,CO15,coull
NA,11:45:00,2005-12-17,NA,6,S,6,NA,NA,CO15,coull
NA,13:45:00,2005-12-17,NA,4,S,4,NA,NA,BV31,cornabus
NA,14:40:00,2005-12-17,NA,2,S,2,NA,NA,LR7,leorin
NA,09:10:00,2005-12-19,NA,3,S,3,NA,NA,KI17,kilchiaran
NA,09:35:00,2005-12-19,NA,3,S,3,NA,NA,CS14,conisby
NA,10:05:00,2005-12-19,NA,3,S,3,NA,NA,CO4,coull
NA,10:05:00,2005-12-19,NA,3,S,3,NA,NA,CO4,coull
NA,10:15:00,2005-12-19,NA,3,S,3,NA,NA,BB2,ballinaby
NA,10:25:00,2005-12-19,NA,2,S,2,NA,NA,BB10,ballinaby
NA,11:00:00,2005-12-19,NA,3,S,3,NA,NA,CO4,craigens
NA,13:45:00,2005-12-19,NA,3,S,3,NA,NA,BV31,cornabus
NA,14:40:00,2005-12-19,2,10,S,10,NA,BA,MR3,auchnaclach
NA,15:30:00,2005-12-19,1,10,S,10,NA,BA,US12,uiskentuie
NA,15:30:00,2005-12-19,NA,10,S,10,NA,NA,US12,uiskentuie
NA,09:10:00,2005-12-20,NA,3,S,3,NA,NA,KI14,kilchiaran
NA,10:30:00,2005-12-20,1,3,S,3,NA,BA,CP4,craigens
NA,11:10:00,2005-12-20,NA,3,S,3,NA,NA,BB10,ballinaby
NA,12:30:00,2005-12-20,NA,3,S,3,NA,NA,BV16,cornabus
NA,14:00:00,2005-12-20,NA,4,S,4,NA,NA,US12,uiskentuie
NA,14:15:00,2005-12-20,1,3,S,3,NA,BA,CP4,craigens
NA,14:55:00,2005-12-20,NA,3,S,3,NA,NA,CO4,coull
NA,12:00:00,2005-12-21,NA,12,S,12,NA,NA,GM9,gartmain
NA,13:25:00,2005-12-21,NA,10,S,10,NA,NA,EK4,esknish
NA,13:25:00,2005-12-21,NA,10,S,10,NA,NA,EK4,esknish
NA,14:00:00,2005-12-21,NA,8,S,8,NA,NA,MC8,scarrabus
NA,14:35:00,2005-12-21,NA,9,S,9,NA,NA,RM18,ronnachmore
NA,14:35:00,2005-12-21,NA,9,S,9,NA,NA,RM18,ronnachmore
NA,15:20:00,2005-12-21,NA,3,S,3,NA,NA,KO25,knocklearach
NA,09:00:00,2005-12-22,NA,4,S,4,NA,NA,KI17,kilchiaran
NA,10:35:00,2005-12-22,NA,4,S,4,NA,NA,EK4,esknish
NA,11:10:00,2005-12-22,1,4,S,4,NA,BA,MC8,carrabus
NA,11:20:00,2005-12-22,2,6,S,6,NA,BA,CP4,craigens
NA,12:00:00,2005-12-22,1,4,S,4,NA,WH,CO4,coull
NA,12:00:00,2005-12-22,NA,4,S,4,NA,NA,CO4,coull
NA,09:35:00,2005-12-23,NA,4,S,4,NA,NA,CS14,conisby
NA,09:50:00,2005-12-23,NA,4,S,4,NA,NA,CO4,coull
NA,09:50:00,2005-12-23,NA,4,S,4,NA,NA,CO4,coull
NA,10:35:00,2005-12-23,NA,4,S,4,NA,NA,CP4,craigens
NA,10:45:00,2005-12-23,NA,4,S,4,NA,NA,NA,blackrock
NA,10:45:00,2005-12-23,NA,4,S,4,NA,NA,NA,blackrock
NA,11:20:00,2005-12-23,NA,2,S,2,NA,NA,EK4,esknish
NA,11:30:00,2005-12-23,2,1,R,1,NA,BA,MR3,auchnaclach
NA,12:00:00,2005-12-23,NA,4,S,4,NA,NA,NB7,neriby
