wkt_geom,fid,FIELD_ID,SINGLE_NUM,OID_T,SHAPE_AREA,SHAPE_LEN,xcoord,ycoord
Point (125310.56650605790491682 662211.28816024342086166),1991,CS26,26,2167,0,0,125310.5665,662211.2882
Point (125300.47068107257655356 658944.17383978527504951),2929,OM19,19,2480,0,0,125300.4707,658944.1738
Point (125293.78968688937311526 659198.24547547497786582),2998,OM24,24,2485,0,0,125293.7897,659198.2455
Point (125271.94525050083757378 664392.04477077547926456),2428,SU21,21,2639,0,0,125271.9453,664392.0448
Point (125270.83609905450430233 660123.91831405612174422),1544,BH36,36,2012,0,0,125270.8361,660123.9183
Point (125263.94854952300374862 664778.00938702758867294),2529,SU18,18,2636,0,0,125263.9485,664778.0094
Point (125254.84935375909844879 664592.71063861111178994),2680,SU11b,0,2629,0,0,125254.8494,664592.7106
Point (125251.90435609391715843 658462.80907570698764175),1844,OM49,49,1844,0,0,125251.9044,658462.8091
Point (125222.55872486600128468 658565.65146253095008433),2972,OM47,47,2504,0,0,125222.5587,658565.6515
Point (125213.85695273660530802 665514.12773147248663008),2701,SU43,43,2656,0,0,125213.857,665514.1277
Point (125210.12820825942617375 661296.94106075528543442),1563,BH50,50,2026,0,0,125210.1282,661296.9411
Point (125197.74008690888877027 665023.55957725888583809),2429,SU22,22,2640,0,0,125197.7401,665023.5596
Point (125187.20944058276654687 659960.41270434530451894),1636,BH25,25,2000,0,0,125187.2094,659960.4127
Point (125172.82664659216243308 658772.47185327869374305),3053,OM7,7,2516,0,0,125172.8266,658772.4719
Point (125166.52399436339328531 665305.83632225706242025),2880,SU25,25,2642,0,0,125166.524,665305.8363
Point (125126.75458949046151247 659460.90213221893645823),1574,OM30,30,2492,0,0,125126.7546,659460.9021
Point (125100.61451311655400787 661941.82911354186944664),1637,BH26,26,2001,0,0,125100.6145,661941.8291
Point (125099.55156131203693803 659315.55337606731336564),1849,OM26,26,2487,0,0,125099.5516,659315.5534
Point (125094.71500985852617305 668161.95973778236657381),2739,GG58,58,2293,0,0,125094.715,668161.9597
Point (125077.64834448549663648 664529.35361804475542158),1758,SU11a,0,1855,0,0,125077.6483,664529.3536
Point (125056.79043759006890468 658622.50711834593676031),1576,OM48,48,2505,0,0,125056.7904,658622.5071
Point (125056.57634235368459485 657955.85401342727709562),1770,PC31,31,1838,0,0,125056.5763,657955.854
Point (125055.05382710554113146 667185.90986668935511261),1730,GG19,19,2256,0,0,125055.0538,667185.9099
Point (125047.72816476308798883 664780.17159827845171094),2679,SU10,10,2628,0,0,125047.7282,664780.1716
Point (125035.31410823190526571 660181.01367276278324425),1643,BH37,37,2013,0,0,125035.3141,660181.0137
Point (125021.35121659538708627 659227.33789683959912509),2999,OM25,25,2486,0,0,125021.3512,659227.3379
Point (125019.15721417272288818 664966.05361204943619668),2734,SU30,30,2646,0,0,125019.1572,664966.0536
Point (125014.47250655843527056 658118.85173349804244936),2394,PC11,11,3037,0,0,125014.4725,658118.8517
Point (125007.24904453133058269 659828.40698730642907321),2937,OM35,35,2495,0,0,125007.249,659828.407
Point (124970.34559153836744372 659629.75846690207254142),1572,OM29,29,2490,0,0,124970.3456,659629.7585
Point (124954.93976186125655659 667724.3875463594449684),2816,GG59,59,2294,0,0,124954.9398,667724.3875
Point (124953.89678505547635723 665133.19416292698588222),2528,SU17,17,2635,0,0,124953.8968,665133.1942
Point (124952.65613669462618418 658295.78025303094182163),2940,OM54,54,2511,0,0,124952.6561,658295.7803
Point (124935.43857598301838152 665421.62763373856432736),3034,SU42,42,2655,0,0,124935.4386,665421.6276
Point (124930.82435968662321102 664450.40584782802034169),2836,SU9,9,2669,0,0,124930.8244,664450.4058
Point (124929.50934264779789373 662772.12308871105778962),1156,CS37,37,2174,0,0,124929.5093,662772.1231
Point (124907.41292377235367894 658118.78001927339937538),2395,PC12,12,3038,0,0,124907.4129,658118.78
Point (124883.79647776363708545 659554.28015760262496769),1851,OM28,28,2489,0,0,124883.7965,659554.2802
Point (124878.38161785110423807 658684.2500814733793959),1573,OM3,3,2491,0,0,124878.3816,658684.2501
Point (124876.96688197400362696 670591.61142414540518075),2363,SG25,25,2579,0,0,124876.9669,670591.6114
Point (124868.59848458479973488 661630.72607463260646909),1655,BH27,27,2002,0,0,124868.5985,661630.7261
Point (124868.25504510186146945 659148.23672359867487103),2526,OM18,18,2479,0,0,124868.255,659148.2367
Point (124843.7237211168394424 657614.00668454694095999),3096,,0,0,0,0,124843.7237,657614.0067
Point (124832.62471519781684037 666576.10574800462927669),1787,GG55,55,2290,0,0,124832.6247,666576.1057
Point (124811.99474150438618381 658181.16409574425779283),3010,PC10,10,3036,0,0,124811.9947,658181.1641
Point (124811.05848981291637756 668384.56773852894548327),2022,GG40,40,2274,0,0,124811.0585,668384.5677
Point (124799.50555093122238759 664369.13835526315961033),2756,SU8,8,2668,0,0,124799.5056,664369.1384
Point (124797.02281249388761353 664794.07594467012677342),2755,SU7,7,2667,0,0,124797.0228,664794.0759
Point (124790.76283812841575127 657916.43860253947786987),3101,PC18,18,3044,0,0,124790.7628,657916.4386
Point (124785.08848350791959092 667095.05334489839151502),1729,GG18,18,2255,0,0,124785.0885,667095.0533
Point (124773.54166054372035433 658518.45666164672002196),3030,OM4,4,2500,0,0,124773.5417,658518.4567
Point (124766.33256026123126503 665064.45126294775400311),2527,SU16,16,2634,0,0,124766.3326,665064.4513
Point (124758.65498150068742689 658876.59576771850697696),2345,OM1,1,2470,0,0,124758.655,658876.5958
Point (124756.68648993237002287 659451.30479326564818621),1850,OM27,27,2488,0,0,124756.6865,659451.3048
Point (124746.60238075820961967 663650.43899888650048524),2819,SU51,51,2664,0,0,124746.6024,663650.439
Point (124732.31575314712245017 657403.87305036489851773),3097,PC57,0,0,0,0,124732.3158,657403.8731
Point (124725.17031444761960302 658003.24355679750442505),3100,PC17,17,3043,0,0,124725.1703,658003.2436
Point (124722.54849140076839831 660974.54379235883243382),1808,BH28,28,2003,0,0,124722.5485,660974.5438
Point (124704.54980094074562658 664173.23594136105384678),2374,SU12,12,2630,0,0,124704.5498,664173.2359
Point (124703.69736188447859604 658215.51478003244847059),2620,PC9,9,3087,0,0,124703.6974,658215.5148
Point (124683.59973845415515825 666778.30971473013050854),1764,GG53,53,2288,0,0,124683.5997,666778.3097
Point (124681.24802768975496292 657790.44817207322921604),3077,PC37,37,3064,0,0,124681.248,657790.4482
Point (124680.68740722424990963 665924.25553649279754609),2834,SU40,40,2653,0,0,124680.6874,665924.2555
Point (124679.62067222673795186 665668.78835604747291654),2835,SU41,41,2654,0,0,124679.6207,665668.7884
Point (124674.17242153570987284 667314.03953755262773484),1728,GG17,17,2254,0,0,124674.1724,667314.0395
Point (124672.09544314132654108 657626.16038345370907336),3106,PC22,22,3049,0,0,124672.0954,657626.1604
Point (124659.07790071635099594 668994.94484831229783595),2842,GG62,62,2298,0,0,124659.0779,668994.9448
Point (124653.84246791451005265 658116.10121415683533996),2397,PC14,14,3040,0,0,124653.8425,658116.1012
Point (124648.36427442109561525 659148.23476533230859786),2508,OM17,17,2478,0,0,124648.3643,659148.2348
Point (124631.88300977660401259 657230.82566457707434893),3095,PC32,0,0,0,0,124631.883,657230.8257
Point (124631.04388541403750423 665331.1742172910599038),2718,SU27,27,2644,0,0,124631.0439,665331.1742
Point (124630.03521623990673106 670455.45713671133853495),2362,SG24,24,2578,0,0,124630.0352,670455.4571
Point (124628.24650320365617517 670134.2305422438075766),2364,SG26,26,2580,0,0,124628.2465,670134.2305
Point (124621.83417853676655795 664697.8779491699533537),1575,SU26,26,2643,0,0,124621.8342,664697.8779
Point (124614.99323817314871121 658034.54566554818302393),3098,PC15,15,3041,0,0,124614.9932,658034.5457
Point (124613.58189030505309347 664388.18509847670793533),2398,SU13,13,2631,0,0,124613.5819,664388.1851
Point (124604.44454013544600457 658342.07549332431517541),3036,OM6,6,2515,0,0,124604.4445,658342.0755
Point (124591.29539880168158561 657460.75042988848872483),3110,PC26,26,3053,0,0,124591.2954,657460.7504
Point (124573.26077243417967111 667338.9435656265122816),1726,GG15,15,2252,0,0,124573.2608,667338.9436
Point (124567.8181113316968549 657674.73482627747580409),3105,PC21,21,3048,0,0,124567.8181,657674.7348
Point (124556.05759180668974295 658435.10080089047551155),1577,OM5,5,2506,0,0,124556.0576,658435.1008
Point (124552.87008047339622863 658250.35550580313429236),2619,PC8,8,3086,0,0,124552.8701,658250.3555
Point (124552.47472757338255178 658630.00871399859897792),2930,OM2,2,2481,0,0,124552.4747,658630.0087
Point (124552.23447063111234456 670647.81107155547942966),2400,SG15,15,2568,0,0,124552.2345,670647.8111
Point (124545.32183514487405773 657889.01108836161438376),3099,PC16,16,3042,0,0,124545.3218,657889.0111
Point (124537.9225182187219616 666856.62424343160819262),1527,GG52,52,2287,0,0,124537.9225,666856.6242
Point (124537.42975775660306681 664801.65101562673225999),2821,SU6,6,2666,0,0,124537.4298,664801.651
Point (124531.45058526242792141 659293.02871489350218326),2507,OM16,16,2477,0,0,124531.4506,659293.0287
Point (124526.47358098838594742 669688.87713518843520433),2353,SG40,40,2592,0,0,124526.4736,669688.8771
Point (124521.12868552119471133 667159.56646199605893344),1727,GG16,16,2253,0,0,124521.1287,667159.5665
Point (124519.62028126169752795 670953.96344658068846911),2498,SG20,20,2574,0,0,124519.6203,670953.9634
Point (124518.78304376732558012 668087.18209505639970303),2710,GG9,9,2304,0,0,124518.783,668087.1821
Point (124517.81557852114201523 668286.2871617607306689),1525,GG50,50,2285,0,0,124517.8156,668286.2872
Point (124513.85919401186401956 657296.54016993753612041),3115,PC30,30,3058,0,0,124513.8592,657296.5402
Point (124510.64296136879420374 664110.21056092355865985),2727,SU49,49,2661,0,0,124510.643,664110.2106
Point (124507.5468335582409054 668514.73552901577204466),1858,GG1,1,2247,0,0,124507.5468,668514.7355
Point (124503.8494285294727888 670725.13328041601926088),2402,SG17,17,2570,0,0,124503.8494,670725.1333
Point (124489.83837578141537961 657509.21620061749126762),3109,PC25,25,3052,0,0,124489.8384,657509.2162
Point (124484.44659643714840058 658860.51047530199866742),2958,OM55,55,2512,0,0,124484.4466,658860.5105
Point (124481.71632248975220136 658017.41304560203570873),2396,PC13,13,3039,0,0,124481.7163,658017.413
Point (124477.34456236156984232 666636.83135332609526813),1786,GG54,54,2289,0,0,124477.3446,666636.8314
Point (124464.07102246851718519 666992.42693796416278929),2191,GG21,21,2259,0,0,124464.071,666992.4269
Point (124442.03031613580242265 667795.81133726192638278),1519,GG45,45,2279,0,0,124442.0303,667795.8113
Point (124431.82623530212731566 656942.09967187035363168),3092,PC50,50,3079,0,0,124431.8262,656942.0997
Point (124418.07521316107886378 658147.14510578289628029),3075,PC35,35,3062,0,0,124418.0752,658147.1451
Point (124415.19211712649848778 657747.24767134350258857),3104,PC20,20,3047,0,0,124415.1921,657747.2477
Point (124410.82378075759334024 657345.43153415876440704),3113,PC29,29,3056,0,0,124410.8238,657345.4315
Point (124395.18085236445767805 667374.01080514374189079),1725,GG13,13,2251,0,0,124395.1809,667374.0108
Point (124394.66960610286332667 665071.35138576303143054),2467,SU15,15,2633,0,0,124394.6696,665071.3514
Point (124387.2009418040397577 657158.70904376683756709),3081,PC40,40,3068,0,0,124387.2009,657158.709
Point (124387.00018070270016324 657557.14994344115257263),3108,PC24,24,3051,0,0,124387.0002,657557.1499
Point (124380.46249779558274895 666923.40709200513083488),2193,GG23,23,2261,0,0,124380.4625,666923.4071
Point (124375.27030986222962383 667078.48940246202982962),2190,GG20,20,2258,0,0,124375.2703,667078.4894
Point (124372.60839172088890336 664511.61521243117749691),2719,SU3,3,2645,0,0,124372.6084,664511.6152
Point (124365.19856562381028198 670271.00401932536624372),2347,SG23,23,2577,0,0,124365.1986,670271.004
Point (124362.42070495714142453 660350.70768132398370653),1536,BH29,29,2004,0,0,124362.4207,660350.7077
Point (124344.63823336031055078 668246.02675411337986588),1700,GG10,10,2248,0,0,124344.6382,668246.0268
Point (124341.29704065532132518 667984.15382117487024516),3016,GG8,8,2303,0,0,124341.297,667984.1538
Point (124340.05636576005781535 664750.84746908128727227),2728,SU5,5,2662,0,0,124340.0564,664750.8475
Point (124337.52508642197062727 664344.75063741824124008),2833,SU4,4,2652,0,0,124337.5251,664344.7506
Point (124322.05466972476278897 658480.46686360856983811),3054,OM8,8,2517,0,0,124322.0547,658480.4669
Point (124316.87370625452604145 670484.97989623493049294),2693,SG14,14,2567,0,0,124316.8737,670484.9799
Point (124315.6052803551137913 658184.12894604448229074),3080,PC4,4,3067,0,0,124315.6053,658184.1289
Point (124310.77605832046538126 666715.29888209083583206),1803,GG39,39,2272,0,0,124310.7761,666715.2989
Point (124308.90234026451071259 657393.9375290545867756),3112,PC28,28,3055,0,0,124308.9023,657393.9375
Point (124307.70951225075987168 668086.54372712015174329),3015,GG7,7,2302,0,0,124307.7095,668086.5437
Point (124299.09419419447658584 670828.7965563345933333),2416,SG19,19,2572,0,0,124299.0942,670828.7966
Point (124293.8261086730635725 666855.97285672905854881),2194,GG24,24,2262,0,0,124293.8261,666855.9729
Point (124289.77361693342390936 656962.12702135113067925),3084,PC43,43,3071,0,0,124289.7736,656962.127
Point (124289.67063194667571224 670617.560173420002684),2401,SG16,16,2569,0,0,124289.6706,670617.5602
Point (124286.25514596646826249 658006.21088583732489496),3091,PC5,5,3078,0,0,124286.2551,658006.2109
Point (124276.19284424983197823 658856.57643117033876479),2959,OM56,56,2513,0,0,124276.1928,658856.5764
Point (124266.09336368260846939 666987.49388962727971375),2192,GG22,22,2260,0,0,124266.0934,666987.4939
Point (124266.0503956942120567 658300.05467164074070752),1805,OM9,9,2518,0,0,124266.0504,658300.0547
Point (124261.7825361903232988 657818.27004660561215132),3102,PC19,19,3045,0,0,124261.7825,657818.27
Point (124247.18582579988287762 667128.08440689998678863),2024,GG42,42,2276,0,0,124247.1858,667128.0844
Point (124235.93699634574295487 665481.65847611764911562),2832,SU39,39,2651,0,0,124235.937,665481.6585
Point (124234.21958649191947188 657631.16969110071659088),3107,PC23,23,3050,0,0,124234.2196,657631.1697
Point (124226.20496594691940118 658592.08457166817970574),2570,OM11,11,2472,0,0,124226.205,658592.0846
Point (124220.45239293489430565 668147.33525145216844976),1524,GG5,5,2284,0,0,124220.4524,668147.3353
Point (124209.33855571772437543 659918.43393690581433475),3032,OM42,42,2502,0,0,124209.3386,659918.4339
Point (124205.09889783468679525 666659.61782262590713799),2196,GG26,26,2264,0,0,124205.0989,666659.6178
Point (124201.87138969701481983 658194.36253813037183136),3114,PC3,3,3057,0,0,124201.8714,658194.3625
Point (124199.17151185705733951 666272.65694179153069854),2918,GG67,67,2301,0,0,124199.1715,666272.6569
Point (124198.0641252529603662 666835.71531460259575397),1802,GG38,38,2271,0,0,124198.0641,666835.7153
Point (124185.60327428900927771 667518.23957858874928206),1619,GG44,44,2278,0,0,124185.6033,667518.2396
Point (124179.80186390620656312 669848.15803961118217558),2286,SG12,12,2565,0,0,124179.8019,669848.158
Point (124171.56256582877540495 657107.18669492600020021),3082,PC41,41,3069,0,0,124171.5626,657107.1867
Point (124158.12110840489913244 657867.26997385756112635),2617,PC6,6,3084,0,0,124158.1211,657867.27
Point (124143.99119616375537589 657459.60003050172235817),3111,PC27,27,3054,0,0,124143.9912,657459.6
Point (124138.16726987014408223 670303.42252975073643029),2692,SG13,13,2566,0,0,124138.1673,670303.4225
Point (124133.40396436418814119 667253.43587207025848329),1702,GG12,12,2250,0,0,124133.404,667253.4359
Point (124132.49622113548684865 668266.36159274308010936),1804,GG4,4,2273,0,0,124132.4962,668266.3616
Point (124128.00370438756363001 657276.46229194814804941),3083,PC42,42,3070,0,0,124128.0037,657276.4623
Point (124121.11252796229382511 668645.7479318764526397),2738,GG57,57,2292,0,0,124121.1125,668645.7479
Point (124104.84282422451360617 670664.99491245415993035),2415,SG18,18,2571,0,0,124104.8428,670664.9949
Point (124099.26245211366040166 667734.9516006667399779),2025,GG43,43,2277,0,0,124099.2625,667734.9516
Point (124097.9371915290976176 671021.38201397669035941),2450,SG30,30,2585,0,0,124097.9372,671021.382
Point (124082.88149359350791201 665156.39299640117678791),2735,SU33,33,2647,0,0,124082.8815,665156.393
Point (124075.23768228614062537 664849.89062497625127435),2399,SU14,14,2632,0,0,124075.2377,664849.8906
Point (124073.9969283135724254 657956.36579198087565601),2618,PC7,7,3085,0,0,124073.9969,657956.3658
Point (124057.86112717533251271 666970.70760783646255732),2195,GG25,25,2263,0,0,124057.8611,666970.7076
Point (124049.63748636371747125 667926.86742320796474814),2817,GG6,6,2295,0,0,124049.6375,667926.8674
Point (124048.9991130769776646 668887.9786588775459677),2840,GG60,60,2296,0,0,124048.9991,668887.9787
Point (124047.81309668287576642 658513.13296634959988296),1845,OM57,57,1845,0,0,124047.8131,658513.133
Point (124041.43834953384066466 666821.79911738121882081),1801,GG36,36,2270,0,0,124041.4383,666821.7991
Point (124040.84022698923945427 658113.57795309741050005),3009,PC1,1,3035,0,0,124040.8402,658113.578
Point (124030.47062295040814206 657074.3729602771345526),3085,PC44,44,3072,0,0,124030.4706,657074.373
Point (124030.39383579173590988 657878.39734349609352648),3117,PC34,34,3061,0,0,124030.3938,657878.3973
Point (124015.51486167093389668 656416.19709848030470312),3093,PC52,52,3080,0,0,124015.5149,656416.1971
Point (124013.32814777329622302 664159.52661021647509187),2818,SU50,50,2663,0,0,124013.3281,664159.5266
Point (124012.26147349090024363 668436.7030148011399433),2026,GG2,2,2257,0,0,124012.2615,668436.703
Point (124011.9257421693764627 668121.30321922956500202),1697,GG3,3,2265,0,0,124011.9257,668121.3032
Point (124005.04195299648563378 656842.69820419501047581),3087,PC46,46,3074,0,0,124005.042,656842.6982
Point (123995.12009128207864705 658266.98462092014960945),2346,OM10,10,2471,0,0,123995.1201,658266.9846
Point (123990.3940833430388011 659680.84142789850011468),2754,OM53,53,2510,0,0,123990.3941,659680.8414
Point (123986.42335771546640899 670100.24965823453385383),2419,SG7,7,2595,0,0,123986.4234,670100.2497
Point (123984.94751369804725982 664618.00257280038204044),2427,SU2,2,2638,0,0,123984.9475,664618.0026
Point (123976.09445369322202168 667426.12855870730709285),1699,GG33,33,2267,0,0,123976.0945,667426.1286
Point (123975.40662805120518897 669240.23479607969056815),2841,GG61,61,2297,0,0,123975.4066,669240.2348
Point (123962.97472605730581563 670496.7582864499418065),2267,SG11,11,2564,0,0,123962.9747,670496.7583
Point (123951.52411266359558795 659333.63338004681281745),2737,OM52,52,2509,0,0,123951.5241,659333.6334
Point (123931.20126672074547969 670311.7579341265372932),2438,SG9,9,2597,0,0,123931.2013,670311.7579
Point (123931.12349660920153838 657211.73828360647894442),3086,PC45,45,3073,0,0,123931.1235,657211.7383
Point (123901.164329075239948 657990.41647582978475839),3103,PC2,2,3046,0,0,123901.1643,657990.4165
Point (123898.84280733784544282 665077.09293329564388841),2831,SU38,38,2650,0,0,123898.8428,665077.0929
Point (123885.91350664007768501 670198.62772472098004073),2500,SG22,22,2576,0,0,123885.9135,670198.6277
Point (123874.36854301954736002 657617.76633093284908682),3076,PC36,36,3063,0,0,123874.3685,657617.7663
Point (123870.95071360724978149 667127.07705806894227862),1520,GG46,46,2280,0,0,123870.9507,667127.0771
Point (123862.39781137842510361 668160.54984468675684184),1526,GG51,51,2286,0,0,123862.3978,668160.5498
Point (123848.7117686841666 668513.97444638318847865),1785,GG35,35,2269,0,0,123848.7118,668513.9744
Point (123841.71892090507026296 656620.8136865256819874),3088,PC47,47,3075,0,0,123841.7189,656620.8137
Point (123829.03052871636464261 667301.94563605543226004),1698,GG32,32,2266,0,0,123829.0305,667301.9456
Point (123816.61219241612707265 667983.13264166191220284),1784,GG34,34,2268,0,0,123816.6122,667983.1326
Point (123795.38699537130014505 667787.14307062211446464),1701,GG11,11,2249,0,0,123795.387,667787.1431
Point (123769.92343667165550869 667604.10436080885119736),2023,GG41,41,2275,0,0,123769.9234,667604.1044
Point (123753.25039174467383418 669967.77439893514383584),2418,SG6,6,2594,0,0,123753.2504,669967.7744
Point (123733.96757172855723184 669302.82116572454106063),2431,SG28,28,2582,0,0,123733.9676,669302.8212
Point (123725.17206073489796836 668529.23563310725148767),2593,LK31,31,2428,0,0,123725.1721,668529.2356
Point (123718.23912619150360115 656321.953723901999183),3090,PC49,49,3077,0,0,123718.2391,656321.9537
Point (123716.37866745120845735 659173.07471838453784585),3045,OM51,51,2508,0,0,123716.3787,659173.0747
Point (123699.8421953847137047 667423.20285780273843557),1523,GG49,49,2283,0,0,123699.8422,667423.2029
Point (123697.80234038423805032 668353.99953399749938399),2594,LK32,32,2429,0,0,123697.8023,668353.9995
Point (123697.45952368868165649 670375.07228452363051474),2437,SG8,8,2596,0,0,123697.4595,670375.0723
Point (123696.06946759404672775 658801.18532163626514375),3044,OM50,50,2507,0,0,123696.0695,658801.1853
Point (123694.38023356214398518 668836.5551614259602502),2670,LK23,23,2420,0,0,123694.3802,668836.5552
Point (123691.10710268534603529 670732.50672117643989623),2448,SG29,29,2583,0,0,123691.1071,670732.5067
Point (123689.5847020737855928 664939.42895775358192623),2809,SU37,37,2649,0,0,123689.5847,664939.429
Point (123688.13042002388101537 669029.7367899832315743),2365,SG27,27,2581,0,0,123688.1304,669029.7368
Point (123682.16427197583834641 670539.88332154299132526),2266,SG10,10,2563,0,0,123682.1643,670539.8833
Point (123667.37736157205654308 656000.16785629675723612),2781,PC51,51,2701,0,0,123667.3774,656000.1679
Point (123656.95156571740517393 657914.31678833393380046),3116,PC33,33,3060,0,0,123656.9516,657914.3168
Point (123656.29782412869099062 667246.82308275706600398),1522,GG48,48,2282,0,0,123656.2978,667246.8231
Point (123655.07602296229742933 667079.4541935691377148),1521,GG47,47,2281,0,0,123655.076,667079.4542
Point (123638.73895961689413525 658452.54051203769631684),2571,OM12,12,2473,0,0,123638.739,658452.5405
Point (123637.51413069646514487 657612.79521040758118033),2616,PC55,55,3083,0,0,123637.5141,657612.7952
Point (123630.30146968612098135 666574.86039044160861522),2844,GG66,66,2300,0,0,123630.3015,666574.8604
Point (123622.67825248230656143 668241.36261159938294441),2595,LK33,33,2430,0,0,123622.6783,668241.3626
Point (123615.99445622174243908 663862.15427950816228986),2726,SU48,48,2660,0,0,123615.9945,663862.1543
Point (123602.48448105392162688 658053.03526330529712141),3079,PC39,39,3066,0,0,123602.4845,658053.0353
Point (123600.26897757497499697 668086.40012739726807922),2596,LK34,34,2431,0,0,123600.269,668086.4001
Point (123587.79056686437979806 664607.2418848694069311),2885,SU1,1,2627,0,0,123587.7906,664607.2419
Point (123583.26597341640444938 669729.91101282415911555),2417,SG2,2,2573,0,0,123583.266,669729.911
Point (123568.49727491024532355 658310.09221329679712653),2598,OM13,13,2474,0,0,123568.4973,658310.0922
Point (123564.51768573957087938 670349.7242743915412575),2499,SG21,21,2575,0,0,123564.5177,670349.7243
Point (123561.98868115118239075 668743.99897821701597422),2669,LK22,22,2419,0,0,123561.9887,668743.999
Point (123556.0725386505946517 669443.72043890110217035),2265,SG1,1,2562,0,0,123556.0725,669443.7204
Point (123545.66218695921998005 667968.21763202163856477),2597,LK35,35,2432,0,0,123545.6622,667968.2176
Point (123539.76182633782445919 669186.8534250920638442),2451,SG33,33,2586,0,0,123539.7618,669186.8534
Point (123539.71643367239448708 658162.81447911018040031),3078,PC38,38,3065,0,0,123539.7164,658162.8145
Point (123535.20827259456564207 670075.58108890347648412),2354,SG5,5,2593,0,0,123535.2083,670075.5811
Point (123525.11980718898121268 667849.6824406951200217),3000,LK36,36,2433,0,0,123525.1198,667849.6824
Point (123517.8701918839069549 655825.78234494559001178),2602,CF17,17,2733,0,0,123517.8702,655825.7823
Point (123516.95305165219178889 667470.22832279489375651),2589,LK28,28,2424,0,0,123516.9531,667470.2283
Point (123512.06299866383778863 668542.23266644508112222),2588,LK27,27,2423,0,0,123512.063,668542.2327
Point (123510.04072818768327124 668624.69946895027533174),2562,LK26,26,2422,0,0,123510.0407,668624.6995
Point (123506.10018692081212066 664232.66356484056450427),2725,SU47,47,2659,0,0,123506.1002,664232.6636
Point (123471.28087926417356357 656700.01596907572820783),3094,PC53,53,3081,0,0,123471.2809,656700.016
Point (123469.93899093665822875 656114.71220594749320298),3089,PC48,48,3076,0,0,123469.939,656114.7122
Point (123466.59842324256896973 667731.87453487364109606),2577,LK14,14,2411,0,0,123466.5984,667731.8745
Point (123466.04767974893911742 668351.07917926029767841),2573,LK1,1,2407,0,0,123466.0477,668351.0792
Point (123445.02829677631962113 660717.36706964881159365),1666,GE26,26,2238,0,0,123445.0283,660717.3671
Point (123413.01380873737798538 669510.47151623375248164),2449,SG3,3,2584,0,0,123413.0138,669510.4715
Point (123406.99326734589703847 668109.76503209699876606),2578,LK15,15,2412,0,0,123406.9933,668109.765
Point (123395.1690369175048545 668916.57434453850146383),2667,LK20,20,2417,0,0,123395.169,668916.5743
Point (123381.98290636905585416 664879.4123163225594908),2736,SU36,36,2648,0,0,123381.9829,664879.4123
Point (123380.31382482043409254 658635.14370107068680227),2600,OM15,15,2476,0,0,123380.3138,658635.1437
Point (123379.80014730004768353 655662.26983476942405105),2623,CF18,18,2734,0,0,123379.8001,655662.2698
Point (123379.66870949791336898 658301.47300029592588544),3035,OM58,58,2514,0,0,123379.6687,658301.473
Point (123367.53591045372013468 669773.77036231872625649),2695,SG4,4,2591,0,0,123367.5359,669773.7704
Point (123354.1003166497539496 655827.60849841008894145),2520,CF13,13,2729,0,0,123354.1003,655827.6085
Point (123323.59251351401326247 667600.77646715519949794),2576,LK13,13,2410,0,0,123323.5925,667600.7765
Point (123321.65710185599164106 668636.91493604576680809),2665,LK19,19,2415,0,0,123321.6571,668636.9149
Point (123320.78517967170046177 655990.84266689326614141),2613,CF10,10,2726,0,0,123320.7852,655990.8427
Point (123314.92033058150263969 669312.76228240469936281),2453,SG35,35,2588,0,0,123314.9203,669312.7623
Point (123309.48339723046228755 668448.48093135468661785),2664,LK17,17,2414,0,0,123309.4834,668448.4809
Point (123298.10689357649243902 658522.77165269793476909),2599,OM14,14,2475,0,0,123298.1069,658522.7717
Point (123291.72080070941592567 659243.33003790606744587),2300,GE23,23,2236,0,0,123291.7208,659243.33
Point (123284.98818129576102365 668985.05058144289068878),2668,LK21,21,2418,0,0,123284.9882,668985.0506
Point (123278.19567594406544231 658890.35155098955146968),2252,GE15,15,2230,0,0,123278.1957,658890.3516
Point (123275.72937918759998865 668756.63987602409906685),2561,LK24,24,2421,0,0,123275.7294,668756.6399
Point (123273.50729782061534934 667129.66112189867999405),2592,LK30,30,2427,0,0,123273.5073,667129.6611
Point (123249.9510329207405448 664233.10763633740134537),2703,SU46,46,2658,0,0,123249.951,664233.1076
Point (123237.77682272785750683 655717.33734442689456046),2521,CF14,14,2730,0,0,123237.7768,655717.3373
Point (123200.51231616175209638 655497.58490363822784275),2626,CF20,20,2737,0,0,123200.5123,655497.5849
Point (123194.78271934924123343 669101.954245267319493),2452,SG34,34,2587,0,0,123194.7827,669101.9542
Point (123188.86427975934930146 655912.58210041536949575),2634,CF12,12,2728,0,0,123188.8643,655912.5821
Point (123175.09906902228249237 661126.78444083372596651),1667,GE27,27,2239,0,0,123175.0991,661126.7844
Point (123173.8065436908218544 656910.36724061751738191),2615,PC54,54,3082,0,0,123173.8065,656910.3672
Point (123158.79757259308826178 655996.60048714128788561),2614,CF11,11,2727,0,0,123158.7976,655996.6005
Point (123149.69388021435588598 668211.50116246694233268),2663,LK16,16,2413,0,0,123149.6939,668211.5012
Point (123148.71786185732344165 658457.01201800559647381),2794,BS10,10,3027,0,0,123148.7179,658457.012
Point (123144.89330479095224291 669819.61076133151073009),2454,SG38,38,2589,0,0,123144.8933,669819.6108
Point (123129.88931945043441374 667748.52572804712690413),2574,LK11,11,2408,0,0,123129.8893,667748.5257
